,seq,pr_station_id,bus_line_no,bus_line_no_seq,station_nm,station_id,mobile_no
9948,92030,233000134,1001,92,북양1통.염티고개,233000726,36043.0
9949,92031,233000134,1001,93,양노3리,233000725,37153.0
9950,92032,233000134,1001,94,양노리,233002118,55087.0
9951,92033,233000134,1001,95,삼화리,233000724,37162.0
9952,92034,233000134,1001,96,천산아파트,233000723,37169.0
9953,92035,233000134,1001,97,비봉초등학교후문,233000722,37171.0
9954,92036,233000134,1001,98,비봉중고등학교,233000721,37186.0
9955,92037,233000134,1001,99,구포리과수원,233000720,37200.0
9956,92038,233000134,1001,100,쌍학리,233000719,37620.0
9957,92039,233000134,1001,101,숙곡리천불사,233000718,37237.0
9958,92040,233000134,1001,102,어천,233000842,37565.0
9959,92041,233000134,1001,103,어천저수지,233002149,55106.0
9960,92042,233000134,1001,104,51사단,233000717,37290.0
9961,92043,233000134,1001,105,원평,233000716,37295.0
9962,92044,233000134,1001,106,원평2리입구.은혜교회,233002464,55325.0
9963,92045,233000134,1001,107,덕고개길,233002465,55326.0
9964,92046,233000134,1001,108,상2리,233001060,36783.0
9965,92047,233000134,1001,109,광산,233001331,36976.0
9966,92048,233000134,1001,110,삼봉마을.신안인스빌,233000787,36118.0
9967,92049,233000134,1001,111,봉담읍행정복지센터,233000786,36122.0
9968,92050,233000134,1001,112,국민체육센터,233002217,55139.0
9969,92051,233000134,1001,113,봉담중.고등학교,233001661,37883.0
9970,92052,233000134,1001,114,동일하이빌.상봉초등학교,233002086,55054.0
9971,92053,233000134,1001,115,동일하이빌.화성고용센터,233001658,37881.0
9972,92054,233000134,1001,116,동화휴먼시아6단지,233001612,37677.0
9973,92055,233000134,1001,117,동화중학교.동화초등학교,233001613,37678.0
9974,92056,233000134,1001,118,주공5단지,233002041,55040.0
9975,92057,233000134,1001,119,효행초등학교,233003098,55425.0
9976,92058,233000134,1001,120,임광그대가3단지,233002042,55042.0
9977,92059,233000134,1001,121,와우농협앞,233000942,36187.0
9978,92060,233000134,1001,122,와우2리,233000944,36193.0
9979,92061,233000134,1001,123,수원대학교,233000575,36210.0
9980,92062,233000134,1001,124,안녕4통,233002233,55121.0
9981,92063,233000134,1001,125,융건릉,233000585,36264.0
9982,92064,233000134,1001,126,타래치길,233001227,36661.0
9983,92065,233000134,1001,127,안녕자원앞,233001228,36660.0
9984,92066,233000134,1001,128,용주사,233000584,36289.0
9985,92067,233000134,1001,129,우남블루존.원광병원,233000583,36302.0
9986,92068,233000134,1001,130,남수원현대아파트,233000582,36308.0
9987,92069,233000134,1001,131,안녕농협삼거리,233000581,36314.0
9988,92070,233000134,1001,132,송산동입구,233000643,36315.0
9989,92071,233000134,1001,133,동문아파트,233000642,36327.0
9990,92072,233000134,1001,134,진안5통.병점육교,233000696,36336.0
9991,92073,233000134,1001,135,병점역후문,233000695,36338.0
9992,92074,233000134,1001,136,유엔아이,233001921,37933.0
9993,92075,233000134,1001,137,한일타운아파트,233000097,36348.0
9994,92076,233000134,1001,138,성호아파트,233001290,36364.0
9995,92077,233000134,1001,139,우남아파트,233001229,37516.0
9996,92078,233000134,1001,140,서동탄역신일해피트리(중),233001288,36689.0
9997,92079,233000134,1001,141,모아미래도.우림필유.평생학습관(중),233001286,36687.0
9998,92080,233000134,1001,142,풍성신미주아파트(중),233001644,37589.0
9999,92081,233000134,1001,143,다은마을(중),233001224,36664.0
10000,92082,233000134,1001,144,메타폴리스(중),233001219,36667.0
10001,92083,233000134,1001,145,한빛마을(중),233001562,36668.0
10002,92084,233000134,1001,146,예당마을.롯데캐슬(중),233001281,36672.0
10003,92085,233000134,1001,147,동탄이마트.한림대병원,233001618,37684.0
10004,92086,233000134,1001,148,우미제일.전하리교회,233003186,37760.0
10005,92087,233000134,1001,149,예당고사거리,233002440,55312.0
10006,92088,233000134,1001,150,한미약품.푸르지오,233002442,55314.0
10007,92089,233000134,1001,151,상록.테크노밸리.GS자이,233002436,36842.0
10008,92090,233000134,1001,152,우남퍼스트빌.자이,233002433,37663.0
10009,92091,233000134,1001,153,계룡.영천초,233000131,36812.0
10010,92092,233000134,1001,154,금성백조.영천유,233002434,55292.0
10011,92093,233000134,1001,155,반도1차.경남,233000164,36811.0
10012,92094,233000134,1001,156,반도.모아아파트,233001491,37551.0
10013,92095,233000134,1001,157,반도유보라.대우푸르지오,233000150,36515.0
10014,92096,233000134,1001,158,호반베르디움.롯데캐슬,233000134,36511.0
10015,92097,233000134,1001,159,한화.호반.대원,233000139,36445.0
10016,92098,233000134,1001,160,한화꿈에그린,233002437,55309.0
10017,92099,233000134,1001,161,한화.린스트라우스,233000978,36466.0
10018,92100,233000134,1001,162,동탄역(동측),233003085,55399.0
10019,92101,233000135,8501,1,수원대학교,233001214,36216.0
10020,92102,233000135,8501,2,용건릉(경유),277102653,
10021,92103,233000135,8501,3,신한미지엔아파트앞,233000645,36304.0
10022,92104,233000135,8501,4,송산동입구,233000643,36315.0
10023,92105,233000135,8501,5,병점육교(경유),277102693,
10024,92106,233000135,8501,6,병점화남아파트,233000641,36347.0
10025,92107,233000135,8501,7,진안동,233000640,36355.0
10026,92108,233000135,8501,8,롯데시네마,233002403,55291.0
10027,92109,233000135,8501,9,안화초교.주공8.9단지,233000072,36373.0
10028,92110,233000135,8501,10,정든공원,233000082,37591.0
10029,92111,233000135,8501,11,모아미래도아파트,233001666,37726.0
10030,92112,233000135,8501,12,한마음초교.광명메이루즈,233002117,55100.0
10031,92113,233000135,8501,13,동탄고등학교,233001723,37850.0
10032,92114,233000135,8501,14,풍성신미주아파트(중),233001644,37589.0
10033,92115,233000135,8501,15,다은마을(중),233001224,36664.0
10034,92116,233000135,8501,16,메타폴리스(중),233001219,36667.0
10035,92117,233000135,8501,17,한빛마을(중),233001562,36668.0
10036,92118,233000135,8501,18,예당마을.롯데캐슬(중),233001281,36672.0
10037,92119,233000135,8501,19,기흥동탄TG(경유),277101908,
10038,92120,233000135,8501,20,수원신갈IC(경유),277103363,
10039,92121,233000135,8501,21,신갈JC(경유),277103361,
10040,92122,233000135,8501,22,죽전(경유),277103443,
10041,92123,233000135,8501,23,서울TG(경유),277103386,
10042,92124,233000135,8501,24,판교IC(경유),277103151,
10043,92125,233000135,8501,25,금토JC(경유),277103679,
10044,92126,233000135,8501,26,서울진입(경유),277103441,
10045,92127,233000135,8501,27,청계산입구역(경유),277104177,
10046,92128,233000135,8501,28,양재IC(경유),277103388,
10047,92129,233000135,8501,29,서울시인재개발원입구,121000034,90064.0
10048,92130,233000135,8501,30,남부터미널,121000033,90055.0
10049,92131,233000135,8501,31,서울교대사거리,121000026,90053.0
10050,92132,233000135,8501,32,지하철3호선교대역,121000025,90049.0
10051,92133,233000135,8501,33,교대역,121000929,90235.0
10052,92134,233000135,8501,34,서초동유원아파트,121000028,90060.0
10053,92135,233000135,8501,35,롯데칠성,121000038,90065.0
10054,92136,233000135,8501,36,신분당선강남역(중),121000009,
10055,92137,233000135,8501,37,삼성화재서초타워(경유),277101696,
10056,92138,233000135,8501,38,우성아파트(중),121000007,
10057,92139,233000135,8501,39,뱅뱅사거리(중),121000005,
10058,92140,233000135,8501,40,양재역.서초문화예술회관(중),121000003,
10059,92141,233000135,8501,41,교육개발원입구(중),121000001,
10060,92142,233000135,8501,42,시민의숲.양재꽃시장,121000220,90112.0
10061,92143,233000135,8501,43,양재IC(경유),277103387,
10062,92144,233000135,8501,44,청계산입구역(경유),277104178,
10063,92145,233000135,8501,45,성남진입(경유),277103440,
10064,92146,233000135,8501,46,금토JC(경유),277103678,
10065,92147,233000135,8501,47,판교IC(경유),277103150,
10066,92148,233000135,8501,48,서울TG(경유),277103385,
10067,92149,233000135,8501,49,죽전(경유),277103442,
10068,92150,233000135,8501,50,신갈JC(경유),277103360,
10069,92151,233000135,8501,51,수원신갈IC(경유),277103362,
10070,92152,233000135,8501,52,기흥동탄TG(경유),277101884,
10071,92153,233000135,8501,53,예당마을.롯데캐슬(중),233001282,37587.0
10072,92154,233000135,8501,54,한빛마을.석우중학교(중),233001216,36841.0
10073,92155,233000135,8501,55,메타폴리스(중),233001218,36666.0
10074,92156,233000135,8501,56,다은마을(중),233001220,37693.0
10075,92157,233000135,8501,57,풍성신미주(중),233001283,37590.0
10076,92158,233000135,8501,58,동탄고등학교,233001722,37849.0
10077,92159,233000135,8501,59,한마음초교.광명메이루즈,233001787,37734.0
10078,92160,233000135,8501,60,모아미래도아파트,233002185,55144.0
10079,92161,233000135,8501,61,정든공원.숲속풍성신미주,233002392,55269.0
10080,92162,233000135,8501,62,안화초교.주공8.9단지,233000071,36372.0
10081,92163,233000135,8501,63,롯데시네마,233002132,55279.0
10082,92164,233000135,8501,64,진안동,233000671,36354.0
10083,92165,233000135,8501,65,송산동입구,233000669,36318.0
10084,92166,233000135,8501,66,신한미지엔아파트앞,233000667,36305.0
10085,92167,233000135,8501,67,수원대학교,233001213,36215.0
10086,92168,233000136,6002,1,동탄2차고지,233003122,55518.0
10087,92169,233000136,6002,2,자이파밀리에.LH29,233003132,55528.0
10088,92170,233000136,6002,3,금호어울림.계룡리슈빌,233003127,55523.0
10089,92171,233000136,6002,4,아이파크.호수부영4차,233001754,55505.0
10090,92172,233000136,6002,5,아이파크.호수부영5차,233001748,55503.0
10091,92173,233000136,6002,6,호수공원행복주택.호수부영6차,233001710,55501.0
10092,92174,233000136,6002,7,호수부영1차,233001696,37696.0
10093,92175,233000136,6002,8,서희스타힐스.단독주택,233001608,37654.0
10094,92176,233000136,6002,9,창의고,233000374,55465.0
10095,92177,233000136,6002,10,한신더휴,233001614,55489.0
10096,92178,233000136,6002,11,베라체아파트,233001568,36693.0
10097,92179,233000136,6002,12,예솔초.호반2차.대원2차,233002421,55340.0
10098,92180,233000136,6002,13,신안2차.반도4차,233000129,36460.0
10099,92181,233000136,6002,14,모아.반도아파트,233000980,36459.0
10100,92182,233000136,6002,15,이주택지.상록.경남아파트,233002429,55305.0
10101,92183,233000136,6002,16,성원아파트.이지더원,233002430,55306.0
10102,92184,233000136,6002,17,동탄2파출소.농협,233002431,55307.0
10103,92185,233000136,6002,18,현대다이모스,233002017,55585.0
10104,92186,233000136,6002,19,영천리,233000145,36451.0
10105,92187,233000136,6002,20,기흥IC입구,228001145,29151.0
10106,92188,233000136,6002,21,기흥IC진입(경유),277102516,
10107,92189,233000136,6002,22,수원신갈IC(경유),277103363,
10108,92190,233000136,6002,23,신갈JC(경유),277103361,
10109,92191,233000136,6002,24,죽전(경유),277103443,
10110,92192,233000136,6002,25,서울TG(경유),277103386,
10111,92193,233000136,6002,26,판교IC(경유),277103151,
10112,92194,233000136,6002,27,금토JC(경유),277103679,
10113,92195,233000136,6002,28,서울진입(경유),277103441,
10114,92196,233000136,6002,29,청계산입구역(경유),277104177,
10115,92197,233000136,6002,30,양재IC(경유),277103388,
10116,92198,233000136,6002,31,서초IC(경유),277103390,
10117,92199,233000136,6002,32,KCC사옥,121000086,90062.0
10118,92200,233000136,6002,33,신논현역.영신빌딩,121000941,90228.0
10119,92201,233000136,6002,34,강남역10번출구(경유),277102911,
10120,92202,233000136,6002,35,신분당선강남역(중),121000009,
10121,92203,233000136,6002,36,우성아파트앞사거리(경유),277101612,
10122,92204,233000136,6002,37,우성아파트(중),121000007,
10123,92205,233000136,6002,38,뱅뱅사거리(중),121000005,
10124,92206,233000136,6002,39,양재역.서초문화예술회관(중),121000003,
10125,92207,233000136,6002,40,교육개발원입구(중),121000001,
10126,92208,233000136,6002,41,시민의숲.양재꽃시장,121000220,90112.0
10127,92209,233000136,6002,42,양재IC(경유),277103387,
10128,92210,233000136,6002,43,청계산입구역(경유),277104178,
10129,92211,233000136,6002,44,성남진입(경유),277103440,
10130,92212,233000136,6002,45,금토JC(경유),277103678,
10131,92213,233000136,6002,46,판교IC(경유),277103150,
10132,92214,233000136,6002,47,서울TG(경유),277103385,
10133,92215,233000136,6002,48,죽전(경유),277103442,
10134,92216,233000136,6002,49,신갈JC(경유),277103360,
10135,92217,233000136,6002,50,수원신갈IC(경유),277103362,
10136,92218,233000136,6002,51,기흥IC입구,228001189,29086.0
10137,92219,233000136,6002,52,영천리,233000140,36449.0
10138,92220,233000136,6002,53,현대다이모스,233002165,55602.0
10139,92221,233000136,6002,54,동원.다원중,233001902,37073.0
10140,92222,233000136,6002,55,동탄2파출소.농협,233001166,36470.0
10141,92223,233000136,6002,56,성원아파트.이지더원,233001493,37549.0
10142,92224,233000136,6002,57,상록.경남아파트.이주택지,233001492,37550.0
10143,92225,233000136,6002,58,반도.모아아파트,233001491,37551.0
10144,92226,233000136,6002,59,반도4차.동탄4동복지센터,233000430,55663.0
10145,92227,233000136,6002,60,대우푸르지오.호반베르디움2차,233001168,36458.0
10146,92228,233000136,6002,61,청목초.신안1차,233000965,36468.0
10147,92229,233000136,6002,62,동원로얄듀크2차,233001623,37682.0
10148,92230,233000136,6002,63,힐스테이트.호반5차,233001620,55490.0
10149,92231,233000136,6002,64,창의고,233000209,55464.0
10150,92232,233000136,6002,65,서희스타힐스.단독주택,233001572,55488.0
10151,92233,233000136,6002,66,호수부영1차,233001695,37724.0
10152,92234,233000136,6002,67,호수부영6차.호수공원행복주택,233001699,55500.0
10153,92235,233000136,6002,68,호수부영5차.아이파크,233001741,55502.0
10154,92236,233000136,6002,69,호수부영4차.아이파크,233001753,55504.0
10155,92237,233000136,6002,70,계룡리슈빌.금호어울림,233003137,55533.0
10156,92238,233000136,6002,71,LH29.자이파밀리에,233003126,55522.0
10157,92239,233000136,6002,72,동탄2차고지,233003123,55519.0
10158,92240,233000139,8155,1,조암터미널,233002665,55076.0
10159,92241,233000139,8155,2,조암리(경유),277102394,
10160,92242,233000139,8155,3,장안초등학교(경유),277102592,
10161,92243,233000139,8155,4,조암한라비발디,233002243,37750.0
10162,92244,233000139,8155,5,어은삼거리,233000402,37594.0
10163,92245,233000139,8155,6,수촌3리,233000397,37454.0
10164,92246,233000139,8155,7,해창2리.능인대학원대학교,233000393,37179.0
10165,92247,233000139,8155,8,해창1리.우리꽃식물원,233001402,37206.0
10166,92248,233000139,8155,9,제암리,233001388,37231.0
10167,92249,233000139,8155,10,주공아파트,233000524,37245.0
10168,92250,233000139,8155,11,발안삼거리.바다마트,233001371,37273.0
10169,92251,233000139,8155,12,발안초등학교,233000632,37464.0
10170,92252,233000139,8155,13,향남환승터미널,233002102,37287.0
10171,92253,233000139,8155,14,화성종합경기타운,233002151,55098.0
10172,92254,233000139,8155,15,점촌교차로(경유),277102040,
10173,92255,233000139,8155,16,가재교차로(경유),277101732,
10174,92256,233000139,8155,17,진우아파트,233000797,36068.0
10175,92257,233000139,8155,18,해병대사령부,233000794,36081.0
10176,92258,233000139,8155,19,가톨릭대학교,233000791,36097.0
10177,92259,233000139,8155,20,장안대학,233000788,36113.0
10178,92260,233000139,8155,21,봉담읍행정복지센터,233000786,36122.0
10179,92261,233000139,8155,22,동화리.동남아파트,233000785,36131.0
10180,92262,233000139,8155,23,천천IC(경유),277103518,
10181,92263,233000139,8155,24,호매실IC(경유),277103520,
10182,92264,233000139,8155,25,서수원IC(경유),277103528,
10183,92265,233000139,8155,26,월암IC(경유),277103317,
10184,92266,233000139,8155,27,의왕신부곡IC(경유),277103315,
10185,92267,233000139,8155,28,의왕톨게이트,226000039,27113.0
10186,92268,233000139,8155,29,의왕터널진입(경유),277103221,
10187,92269,233000139,8155,30,학의JC(경유),277103159,
10188,92270,233000139,8155,31,과천터널진입(경유),277103200,
10189,92271,233000139,8155,32,과천IC(경유),277103203,
10190,92272,233000139,8155,33,대공원고가교(경유),277103205,
10191,92273,233000139,8155,34,서울진입(경유),277103903,
10192,92274,233000139,8155,35,전원마을.남태령역2번출구(중),120000671,
10193,92275,233000139,8155,36,사당IC(경유),277103902,
10194,92276,233000139,8155,37,사당역(중),121001315,
10195,92277,233000139,8155,38,사당역사거리(경유),277101688,
10196,92278,233000139,8155,39,사당역9번출구앞,119000302,
10197,92279,233000139,8155,40,남현동(경유),277102049,
10198,92280,233000139,8155,41,과천진입(경유),277102291,
10199,92281,233000139,8155,42,대공원고가교(경유),277103204,
10200,92282,233000139,8155,43,과천IC(경유),277103202,
10201,92283,233000139,8155,44,과천터널진입(경유),277103201,
10202,92284,233000139,8155,45,학의JC(경유),277103158,
10203,92285,233000139,8155,46,의왕터널진입(경유),277103220,
10204,92286,233000139,8155,47,의왕톨게이트,226000038,27112.0
10205,92287,233000139,8155,48,의왕신부곡IC(경유),277103314,
10206,92288,233000139,8155,49,월암IC(경유),277103316,
10207,92289,233000139,8155,50,서수원IC(경유),277103527,
10208,92290,233000139,8155,51,호매실IC(경유),277103519,
10209,92291,233000139,8155,52,천천IC(경유),277103517,
10210,92292,233000139,8155,53,동화리.동남아파트,233000837,36128.0
10211,92293,233000139,8155,54,봉담읍행정복지센터,233000836,36123.0
10212,92294,233000139,8155,55,장안대학,233000833,36111.0
10213,92295,233000139,8155,56,가톨릭대학교,233000830,36095.0
10214,92296,233000139,8155,57,해병대사령부,233000827,36083.0
10215,92297,233000139,8155,58,덕리(경유),277102383,
10216,92298,233000139,8155,59,진우아파트,233000823,36071.0
10217,92299,233000139,8155,60,가재교차로(경유),277101693,
10218,92300,233000139,8155,61,점촌교차로(경유),277101678,
10219,92301,233000139,8155,62,화성종합경기타운,233002152,55368.0
10220,92302,233000139,8155,63,화성문화원.향남환승터미널,233002101,37286.0
10221,92303,233000139,8155,64,화성중앙병원.발안초등학교,233001026,37269.0
10222,92304,233000139,8155,65,발안삼거리.바다마트,233001558,37270.0
10223,92305,233000139,8155,66,발안마을주공아파트,233000523,36908.0
10224,92306,233000139,8155,67,제암리,233001395,37230.0
10225,92307,233000139,8155,68,해창1리.우리꽃식물원,233000927,37205.0
10226,92308,233000139,8155,69,해창2리.능인대학원대학교,233000381,36845.0
10227,92309,233000139,8155,70,장의리,233000377,36847.0
10228,92310,233000139,8155,71,어은삼거리,233001387,37593.0
10229,92311,233000139,8155,72,조암한라비발디,233002244,37968.0
10230,92312,233000139,8155,73,조암터미널,233002665,55076.0
10231,92313,233000140,1002,1,전곡항,233001912,37932.0
10232,92314,233000140,1002,2,장외리.오리골,233001903,37929.0
10233,92315,233000140,1002,3,제부도입구,233001293,37002.0
10234,92316,233000140,1002,4,살고지입구,233001294,37008.0
10235,92317,233000140,1002,5,장외리.지긋말,233000746,37017.0
10236,92318,233000140,1002,6,장외리,233000745,37021.0
10237,92319,233000140,1002,7,광평삼거리,233000850,37563.0
10238,92320,233000140,1002,8,서신터미널,233000853,37045.0
10239,92321,233000140,1002,9,상안2리교차로,233002313,55360.0
10240,92322,233000140,1002,10,육일2리.코스코밸리,233000854,37068.0
10241,92323,233000140,1002,11,육일리마을회관,233002330,55172.0
10242,92324,233000140,1002,12,사강복지회관,233000855,37080.0
10243,92325,233000140,1002,13,사강시장,233000268,37084.0
10244,92326,233000140,1002,14,사강정형외과,233000267,37088.0
10245,92327,233000140,1002,15,외국인보호소,233000737,37103.0
10246,92328,233000140,1002,16,마도사거리,233000736,37106.0
10247,92329,233000140,1002,17,재래시장.마도삼거리,233000735,37107.0
10248,92330,233000140,1002,18,우림아파트,233000731,36009.0
10249,92331,233000140,1002,19,경기남부수협.보건소,233002170,55115.0
10250,92332,233000140,1002,20,남양성지,233000841,36015.0
10251,92333,233000140,1002,21,기업은행,233001046,36018.0
10252,92334,233000140,1002,22,남양중고입구.기아남양점,233001749,37774.0
10253,92335,233000140,1002,23,양우내안애,233002159,36024.0
10254,92336,233000140,1002,24,화성시청후문,233001001,36510.0
10255,92337,233000140,1002,25,남양아이파크,233001503,36738.0
10256,92338,233000140,1002,26,남양뉴타운1단지,233003106,55433.0
10257,92339,233000140,1002,27,남양뉴타운4단지,233001975,36742.0
10258,92340,233000140,1002,28,북양1통.염티고개,233000726,36043.0
10259,92341,233000140,1002,29,양노3리,233000725,37153.0
10260,92342,233000140,1002,30,양노IC(경유),277104306,
10261,92343,233000140,1002,31,백학IC(경유),277104308,
10262,92344,233000140,1002,32,화성비봉TG(경유),277104310,
10263,92345,233000140,1002,33,샘내IC(경유),277104312,
10264,92346,233000140,1002,34,호매실IC(경유),277103520,
10265,92347,233000140,1002,35,서수원IC(경유),277103528,
10266,92348,233000140,1002,36,월암IC(경유),277103317,
10267,92349,233000140,1002,37,의왕신부곡IC(경유),277103315,
10268,92350,233000140,1002,38,의왕톨게이트,226000039,27113.0
10269,92351,233000140,1002,39,의왕터널진입(경유),277103221,
10270,92352,233000140,1002,40,학의JC(경유),277103159,
10271,92353,233000140,1002,41,과천터널진입(경유),277103200,
10272,92354,233000140,1002,42,과천IC(경유),277103203,
10273,92355,233000140,1002,43,대공원고가교(경유),277103205,
10274,92356,233000140,1002,44,서울진입(경유),277103903,
10275,92357,233000140,1002,45,전원마을.남태령역2번출구(중),120000671,
10276,92358,233000140,1002,46,사당IC(경유),277103902,
10277,92359,233000140,1002,47,사당역(중),121001315,
10278,92360,233000140,1002,48,사당역10번출구(경유),277103537,
10279,92361,233000140,1002,49,사당역4번출구,120000059,
10280,92362,233000140,1002,50,남현동(경유),277102049,
10281,92363,233000140,1002,51,과천진입(경유),277102291,
10282,92364,233000140,1002,52,대공원고가교(경유),277103204,
10283,92365,233000140,1002,53,과천터널진입(경유),277103201,
10284,92366,233000140,1002,54,학의JC(경유),277103158,
10285,92367,233000140,1002,55,의왕터널진입(경유),277103220,
10286,92368,233000140,1002,56,의왕톨게이트,226000038,27112.0
10287,92369,233000140,1002,57,의왕신부곡IC(경유),277103314,
10288,92370,233000140,1002,58,월암IC(경유),277103316,
10289,92371,233000140,1002,59,서수원IC(경유),277103527,
10290,92372,233000140,1002,60,호매실IC(경유),277103519,
10291,92373,233000140,1002,61,샘내IC(경유),277104313,
10292,92374,233000140,1002,62,화성비봉TG(경유),277104311,
10293,92375,233000140,1002,63,백학IC(경유),277104309,
10294,92376,233000140,1002,64,양노IC(경유),277104307,
10295,92377,233000140,1002,65,양노리,233000773,37154.0
10296,92378,233000140,1002,66,양노3리,233003082,55393.0
10297,92379,233000140,1002,67,북양1통.염티고개,233000772,36042.0
10298,92380,233000140,1002,68,남양뉴타운4단지,233003107,55434.0
10299,92381,233000140,1002,69,남양뉴타운1단지,233000138,36431.0
10300,92382,233000140,1002,70,남양아이파크,233000163,36506.0
10301,92383,233000140,1002,71,화성시청후문,233001000,36507.0
10302,92384,233000140,1002,72,남양뉴타운.양우내안애,233000188,36804.0
10303,92385,233000140,1002,73,남양중고교입구,233001318,36023.0
10304,92386,233000140,1002,74,기업은행,233000210,37567.0
10305,92387,233000140,1002,75,남양성지,233000767,36014.0
10306,92473,233000142,6002-1,16,기흥IC진입(경유),277102516,
10307,92388,233000140,1002,76,경기남부수협.보건소,233002171,55116.0
10308,92389,233000140,1002,77,우림아파트,233000766,36010.0
10309,92390,233000140,1002,78,재래시장.마도삼거리,233000763,37108.0
10310,92391,233000140,1002,79,마도사거리,233000762,37105.0
10311,92392,233000140,1002,80,외국인보호소,233000761,37104.0
10312,92393,233000140,1002,81,송산농협.사강정형외과,233000858,37089.0
10313,92394,233000140,1002,82,사강시장,233000859,37085.0
10314,92395,233000140,1002,83,사강복지회관,233000271,37081.0
10315,92396,233000140,1002,84,육일리마을회관,233000136,36440.0
10316,92397,233000140,1002,85,코스코밸리아파트,233001740,55356.0
10317,92398,233000140,1002,86,상안2리교차로,233002314,55361.0
10318,92399,233000140,1002,87,서신,233000863,37043.0
10319,92400,233000140,1002,88,광평삼거리,233000754,37564.0
10320,92401,233000140,1002,89,장외리,233000865,37020.0
10321,92402,233000140,1002,90,장외리.지긋말,233000866,37016.0
10322,92403,233000140,1002,91,살고지입구,233001299,36947.0
10323,92404,233000140,1002,92,제부도입구,233000872,37001.0
10324,92405,233000140,1002,93,장외리.오리골,233001871,55348.0
10325,92406,233000140,1002,94,전곡항,233001886,37921.0
10326,92407,233000141,201,1,동탄2LH4단지,233000959,36437.0
10327,92408,233000141,201,2,LH4단지후문,233002500,55406.0
10328,92409,233000141,201,3,동탄2부영아파트,233001506,37582.0
10329,92410,233000141,201,4,한백초중교,233000149,36514.0
10330,92411,233000141,201,5,이주택지.상록.경남아파트,233002429,55305.0
10331,92412,233000141,201,6,성원아파트.이지더원,233002430,55306.0
10332,92413,233000141,201,7,동탄2파출소.농협,233002431,55307.0
10333,92414,233000141,201,8,동원1차.센트럴상록,233002432,55308.0
10334,92415,233000141,201,9,한미약품.푸르지오,233002443,55315.0
10335,92416,233000141,201,10,예당고사거리,233002439,55311.0
10336,92417,233000141,201,11,예당예원초,233001652,37758.0
10337,92418,233000141,201,12,롯데케슬정문,233001653,37798.0
10338,92419,233000141,201,13,동탄1동행정복지센터,233001650,37749.0
10339,92420,233000141,201,14,현대아이파크,233001651,37747.0
10340,92421,233000141,201,15,한화꿈에그린아파트,233001677,37737.0
10341,92422,233000141,201,16,센트럴파크,233001675,37703.0
10342,92423,233000141,201,17,자연앤아너스빌,233001939,37943.0
10343,92424,233000141,201,18,숲속자연앤,233001983,37951.0
10344,92425,233000141,201,19,동탄고등학교,233001723,37850.0
10345,92426,233000141,201,20,모아포스코아파트,233001692,37714.0
10346,92427,233000141,201,21,두산신일아파트,233001690,37718.0
10347,92428,233000141,201,22,파크자이1차,233003172,55583.0
10348,92429,233000141,201,23,파크자이2차,233003170,55581.0
10349,92430,233000141,201,24,신창미션힐,233001622,37739.0
10350,92431,233000141,201,25,신창미션힐.송화초교,233000101,36350.0
10351,92432,233000141,201,26,병점정형외과(경유),277101836,
10352,92433,233000141,201,27,병점역사거리,233000702,36345.0
10353,92434,233000141,201,28,홈플러스.벌말초교,233000100,36351.0
10354,92435,233000141,201,29,한신아파트,233002344,37738.0
10355,92436,233000141,201,30,파크자이2차,233003169,55580.0
10356,92437,233000141,201,31,파크자이1차,233003171,55582.0
10357,92438,233000141,201,32,두산신일아파트,233001691,37720.0
10358,92439,233000141,201,33,모아포스코아파트,233001693,37719.0
10359,92440,233000141,201,34,동탄고등학교,233001722,37849.0
10360,92441,233000141,201,35,숲속자연앤,233001984,37952.0
10361,92442,233000141,201,36,능동은행사거리,233002273,55147.0
10362,92443,233000141,201,37,센트럴파크,233001674,37742.0
10363,92444,233000141,201,38,금호어울림,233001676,37741.0
10364,92445,233000141,201,39,동탄1동행정복지센터,233001679,37694.0
10365,92446,233000141,201,40,신일유토빌정문,233001681,37695.0
10366,92447,233000141,201,41,예당예원초,233001682,37711.0
10367,92448,233000141,201,42,예당고사거리,233002440,55312.0
10368,92449,233000141,201,43,한미약품.푸르지오,233002442,55314.0
10369,92450,233000141,201,44,센트럴상록.동원1차,233000122,36792.0
10370,92451,233000141,201,45,동탄2파출소.농협,233001166,36470.0
10371,92452,233000141,201,46,성원아파트.이지더원,233001493,37549.0
10372,92453,233000141,201,47,상록.경남아파트.이주택지,233001492,37550.0
10373,92454,233000141,201,48,한백초중교,233000135,36513.0
10374,92455,233000141,201,49,동탄2부영아파트,233000981,36434.0
10375,92456,233000141,201,50,LH4단지후문,233002501,55407.0
10376,92457,233000141,201,51,동탄2LH4단지,233001505,37583.0
10377,92458,233000142,6002-1,1,한화꿈에그린,233002438,55310.0
10378,92459,233000142,6002-1,2,한화.호반.대원,233002419,55296.0
10379,92460,233000142,6002-1,3,호반베르디움.롯데캐슬,233002420,55297.0
10380,92461,233000142,6002-1,4,대우푸르지오.반도유보라,233001167,37484.0
10381,92462,233000142,6002-1,5,호반베르디움,233002428,55304.0
10382,92463,233000142,6002-1,6,무봉초,233002423,55299.0
10383,92464,233000142,6002-1,7,경남.반도1차,233000960,36452.0
10384,92465,233000142,6002-1,8,영천유.금성백조,233002435,55293.0
10385,92466,233000142,6002-1,9,영천초.계룡,233000961,36453.0
