표준정류장ID,시군명,정류소명,정류소영문명,정류소번호,중앙차로여부,관할관청,위치,WGS84위도,WGS84경도,모바일정류장ID,이비카드정류장ID
233000581,화성시,안녕농협삼거리,Annyeong Nonghyup Samgeori,36314.0,노변정류장,경기도 화성시,경기도 화성시 안녕동,37.2052167,127.0147,"[None None None None None None None None None None None None None None
 None]",4116691.0
233000582,화성시,남수원현대아파트,Namsuwon Hyundai Apartment,36308.0,노변정류장,경기도 화성시,,37.2071,127.0106,"[None None None None None None None None None None None None None None
 None]",4116690.0
233000583,화성시,우남블루존아파트,Woonam Bluezone Apartment ,36302.0,노변정류장,경기도 화성시,경기도 화성시 송산동,37.2096667,127.0092,"[None None None None None None None None None None None None None None
 None]",4116689.0
233000584,화성시,용주사,Yongjusa,36289.0,노변정류장,경기도 화성시,경기도 화성시 송산동,37.2105833,127.00521670000002,"[None None None None None None None None None None None None None None
 None]",4116688.0
233000585,화성시,융건릉,Yunggeolleung,36264.0,노변정류장,경기도 화성시,경기도 화성시 안녕동,37.2078167,126.98883329999998,"[None None None None None None None None None None None None None None
 None]",4116669.0
233000586,화성시,신일해피트리2차아파트,Shinil Happy Tree Apartment 2-cha,36662.0,노변정류장,경기도 화성시,경기도 화성시 봉담읍,37.2169,126.9783333,"[None None None None None None None None None None None None None None
 None]",4196455.0
233000587,화성시,북촌말입구,Bukchonmal ,36195.0,노변정류장,경기도 화성시,경기도 화성시 봉담읍,37.21965,126.9766333,"[None None None None None None None None None None None None None None
 None]",4117228.0
233000588,화성시,평생플러스빌,Pyeongsaeng Plusvill,36183.0,노변정류장,경기도 화성시,경기도 화성시 봉담읍,37.2224833,126.97365,"[None None None None None None None None None None None None None None
 None]",4116677.0
233000589,화성시,SK매직.우림그린빌리지,"SK Magic, Woolim Green Village",36174.0,노변정류장,경기도 화성시,,37.2247833,126.97205,"[None None None None None None None None None None None None None None
 None]",4116679.0
233000590,화성시,신일우남아파트,Shinil Woonam Apartment ,36169.0,노변정류장,경기도 화성시,경기도 화성시 봉담읍,37.2266,126.9716167,"[None None None None None None None None None None None None None None
 None]",4116681.0
233000591,화성시,한국농수산대학,Korea National College of Agriculture and Fisheries,36159.0,노변정류장,경기도 화성시,경기도 화성시 봉담읍,37.2291167,126.97035,"[None None None None None None None None None None None None None None
 None]",4116683.0
233000592,화성시,국립축산과학원,National Institute of Animal Science,36152.0,노변정류장,경기도 화성시,경기도 수원시 권선구 오목천동,37.2361167,126.9658667,"[None None None None None None None None None None None None None None
 None]",4117230.0
233000593,화성시,수영오거리.방송통신대입구,"Suyeong Ogeori, Korea National Open University ",36148.0,노변정류장,경기도 화성시,경기도 화성시 봉담읍,37.2375167,126.9625167,"[None None None None None None None None None None None None None None
 None]",4116686.0
233000594,화성시,광도와이드빌.우남그린빌,"Gwangdo Widevill, Woonam Greenville",36172.0,노변정류장,경기도 화성시,경기도 화성시 기안동,37.2265833,126.9718833,"[None None None None None None None None None None None None None None
 None]",4116682.0
233000595,화성시,우림그린빌리지,Woolim Green Village,36176.0,노변정류장,경기도 화성시,경기도 화성시 기안동,37.22455,126.9724333,"[None None None None None None None None None None None None None None
 None]",4116680.0
233000596,화성시,신일해피트리1차,Shinil HappyTree Apartment 1-cha,36186.0,노변정류장,경기도 화성시,경기도 화성시 봉담읍,37.2224667,126.97393329999998,"[None None None None None None None None None None None None None None
 None]",4116678.0
233000598,화성시,북촌말앞,Bukchonmal ,37573.0,노변정류장,경기도 화성시,경기도 화성시 봉담읍,37.2201,126.9765667,"[None None None None None None None None None None None None None None
 None]",4170999.0
233000599,화성시,신일해피트리2차아파트,Shinil Happy Tree Apartment 2-cha,36663.0,노변정류장,경기도 화성시,경기도 화성시 봉담읍,37.2168333,126.97861670000002,"[None None None None None None None None None None None None None None
 None]",4196454.0
233000600,화성시,융건릉,Yunggeolleung,36262.0,노변정류장,경기도 화성시,경기도 화성시 안녕동,37.20805,126.9887,"[None None None None None None None None None None None None None None
 None]",4116670.0
233000601,화성시,용주사,Yongjusa,36288.0,노변정류장,경기도 화성시,경기도 화성시 송산동,37.2105167,127.0043,"[None None None None None None None None None None None None None None
 None]",4130138.0
233000602,화성시,우남블루존아파트,Woonam Bluezone Apartment ,36301.0,노변정류장,경기도 화성시,경기도 화성시 송산동,37.2098333,127.0092333,"[None None None None None None None None None None None None None None
 None]",4117411.0
233000603,화성시,남수원현대아파트,Namsuwon Hyundai Apartment,36307.0,노변정류장,경기도 화성시,경기도 화성시 송산동,37.2076667,127.0105167,"[None None None None None None None None None None None None None None
 None]",4130136.0
233000604,화성시,안녕농협삼거리,Annyeong Nonghyup Samgeori,36312.0,노변정류장,경기도 화성시,경기도 화성시 안녕동,37.2053,127.01425,"[None None None None None None None None None None None None None None
 None]",4130135.0
233000605,화성시,관항2리,Gwanhang 2-ri ,36203.0,노변정류장,경기도 화성시,경기도 화성시 정남면,37.1770167,126.9792,"[None None None None None None None None None None None None None None
 None]",4130225.0
233000606,화성시,보통2리,Botong 2-ri,36196.0,노변정류장,경기도 화성시,경기도 화성시 정남면,37.1893833,126.97771670000002,"[None None None None None None None None None None None None None None
 None]",4130226.0
233000607,화성시,남산공단입구,Namsan Industrial Complex,36246.0,노변정류장,경기도 화성시,경기도 화성시 봉담읍,37.1989833,126.9843,"[None None None None None None None None None None None None None None
 None]",4116665.0
233000607,화성시,남산공단입구,Namsan Industrial Complex,36246.0,노변정류장,경기도 화성시,경기도 화성시 봉담읍,37.1989833,126.9843,"[None None None None None None None None None None None None None None
 None]",9116665.0
233000608,화성시,그린피아호텔,Greenpia Hotel ,36228.0,노변정류장,경기도 화성시,경기도 화성시 봉담읍,37.2034333,126.98278329999998,"[None None None None None None None None None None None None None None
 None]",4116667.0
233000609,화성시,그린피아호텔,Greenpia Hotel,36229.0,노변정류장,경기도 화성시,경기도 화성시 봉담읍,37.2035167,126.98285,"[None None None None None None None None None None None None None None
 None]",4116668.0
233000610,화성시,남산공단입구,Namsan Industrial Complex,36249.0,노변정류장,경기도 화성시,경기도 화성시 봉담읍,37.1992333,126.9844833,"[None None None None None None None None None None None None None None
 None]",4116666.0
233000610,화성시,남산공단입구,Namsan Industrial Complex,36249.0,노변정류장,경기도 화성시,경기도 화성시 봉담읍,37.1992333,126.9844833,"[None None None None None None None None None None None None None None
 None]",9116666.0
233000611,화성시,보통2리,Botong 2-ri ,36206.0,노변정류장,경기도 화성시,경기도 화성시 정남면,37.19035,126.97938329999998,"[None None None None None None None None None None None None None None
 None]",4116662.0
233000612,화성시,문학1리,Munhak 1-ri,36739.0,노변정류장,경기도 화성시,경기도 화성시 정남면,37.1527,126.96323329999998,"[None None None None None None None None None None None None None None
 None]",4171018.0
233000613,화성시,문학리,Munhak-ri,37606.0,노변정류장,경기도 화성시,경기도 화성시 정남면,37.1561,126.96663329999998,,
233000616,화성시,대양1리.포도원,"Daeyang 1-ri, Podowon",36087.0,노변정류장,경기도 화성시,경기도 화성시 양감면,37.1007167,126.9373667,"[None None None None None None None None None None None None None None
 None]",4130276.0
233000617,화성시,향남주공2단지,Hyangnam Jugong Apartment 2-danji ,37283.0,노변정류장,경기도 화성시,경기도 화성시 향남읍,37.1168833,126.91728329999998,37283.0,
233000618,화성시,방축리,Bangchuk-ri,37281.0,노변정류장,경기도 화성시,경기도 화성시 향남읍,37.1200333,126.91866670000002,37281.0,
233000620,화성시,대양1리.포도원,"Daeyang 1-ri, Podowon",36088.0,노변정류장,경기도 화성시,경기도 화성시 양감면,37.1008833,126.93746670000002,"[None None None None None None None None None None None None None None
 None]",4130275.0
233000621,화성시,한미공조앞,Hanmy Air Korea Conditioning Company (AKCC),36749.0,노변정류장,경기도 화성시,경기도 화성시 향남읍,37.1177,126.9560167,36749.0,
233000622,화성시,백토1리,Baekto 1-ri ,37383.0,노변정류장,경기도 화성시,경기도 화성시 향남읍,37.1165667,126.9502667,37383.0,
233000623,화성시,백토리사거리,Baekto-ri Sageori ,36748.0,노변정류장,경기도 화성시,경기도 화성시 향남읍,37.1176,126.9438167,"[None None None None None None None None None None None None None None
 None]",4170250.0
233000624,화성시,향남초등학교,Hyangnam Elementary School,36747.0,노변정류장,경기도 화성시,경기도 화성시 향남읍,37.1186833,126.9424833,"[None None None None None None None None None None None None None None
 None]",4170251.0
233000625,화성시,백토1리,Baekto 1-ri,37465.0,노변정류장,경기도 화성시,경기도 화성시 향남읍,37.1176833,126.94383329999998,"[None None None None None None None None None None None None None None
 None]",4170804.0
233000627,화성시,송곡리,Songgok-ri,37330.0,노변정류장,경기도 화성시,경기도 화성시 향남읍,37.1286667,126.9671333,"[None None None None None None None None None None None None None None
 None]",4130336.0
233000628,화성시,동오리,Dong-o-ri,37327.0,노변정류장,경기도 화성시,경기도 화성시 향남읍,37.1308167,126.95945,"[None None None None None None None None None None None None None None
 None]",4130339.0
233000629,화성시,동오사거리,Dong-o Sageori,37322.0,노변정류장,경기도 화성시,경기도 화성시 향남읍,37.1308,126.9509333,"[None None None None None None None None None None None None None None
 None]",4130342.0
233000630,화성시,관리입구,Gwan-ri,37317.0,노변정류장,경기도 화성시,경기도 화성시 향남읍,37.1316,126.94755,"[None None None None None None None None None None None None None None
 None]",4130344.0
233000632,화성시,발안초등학교,Baran Elementary School ,37464.0,노변정류장,경기도 화성시,경기도 화성시 향남읍,37.1310333,126.9121667,"[None None None None None None None None None None None None None None
 None]",4170805.0
233000633,화성시,향남읍사무소,Hyangnam-eup Office,37288.0,노변정류장,경기도 화성시,경기도 화성시 향남읍,37.1317667,126.91915,"[None None None None None None None None None None None None None None
 None]",4130350.0
233000634,화성시,관리입구,Gwan-ri,37318.0,노변정류장,경기도 화성시,경기도 화성시 향남읍,37.1318,126.94768329999998,"[None None None None None None None None None None None None None None
 None]",4130343.0
233000635,화성시,동오사거리,Dongo Sageori,37323.0,노변정류장,경기도 화성시,경기도 화성시 향남읍,37.1310833,126.9515,"[None None None None None None None None None None None None None None
 None]",4130341.0
233000636,화성시,용수리,Yongsu-ri,36280.0,노변정류장,경기도 화성시,경기도 화성시 정남면,37.1687167,126.99975,"[None None None None None None None None None None None None None None
 None]",4130211.0
233000640,화성시,진안동,Jinan-dong,36355.0,노변정류장,경기도 화성시,경기도 화성시 진안동,37.2133667,127.04065,"[None None None None None None None None None None None None None None
 None]",4130128.0
233000641,화성시,병점화남아파트,Byeongjeom Hwanam Apartment ,36347.0,노변정류장,경기도 화성시,경기도 화성시 진안동,37.21196670000001,127.03755,"[None None None None None None None None None None None None None None
 None]",4108007.0
233000642,화성시,동문아파트,Dongmun Apartment ,36327.0,노변정류장,경기도 화성시,경기도 화성시 안녕동,37.2054,127.02225,"[None None None None None None None None None None None None None None
 None]",4116693.0
233000643,화성시,송산동입구,Songsan-dong,36315.0,노변정류장,경기도 화성시,경기도 화성시 안녕동,37.2055667,127.0172,"[None None None None None None None None None None None None None None
 None]",4116692.0
233000644,화성시,북촌말입구,Bukchonmal  ,36311.0,노변정류장,경기도 화성시,경기도 화성시 안녕동,37.2026833,127.0136,"[None None None None None None None None None None None None None None
 None]",4117365.0
233000645,화성시,신한미지엔아파트앞,Shinhan Mizien Apartment ,36304.0,노변정류장,경기도 화성시,경기도 화성시 안녕동,37.1999167,127.0086,"[None None None None None None None None None None None None None None
 None]",4117367.0
233000646,화성시,돌고지,Dolgoji,36293.0,노변정류장,경기도 화성시,경기도 화성시 안녕동,37.19415,127.0056833,"[None None None None None None None None None None None None None None
 None]",4117371.0
233000647,화성시,뱅뱅이,Baengbaengi,36292.0,노변정류장,경기도 화성시,경기도 화성시 정남면,37.1867,127.00521670000002,"[None None None None None None None None None None None None None None
 None]",4117373.0
233000648,화성시,앞말,Apmal,36283.0,노변정류장,경기도 화성시,경기도 화성시 정남면,37.18375,127.0020333,"[None None None None None None None None None None None None None None
 None]",4117375.0
233000649,화성시,새터말,Saeteomal,36277.0,노변정류장,경기도 화성시,경기도 화성시 정남면,37.1831667,126.9971833,"[None None None None None None None None None None None None None None
 None]",4117377.0
233000650,화성시,괘랑2리.차운혁충신정려문,"Gwaerang 2-ri, Monument Gate for Cha Unhyeok's Loyalty",36275.0,노변정류장,경기도 화성시,경기도 화성시 정남면,37.18275,126.9933,"[None None None None None None None None None None None None None None
 None]",4117379.0
233000651,화성시,빼골,Ppaegol,36261.0,노변정류장,경기도 화성시,경기도 화성시 정남면,37.1799833,126.98835,"[None None None None None None None None None None None None None None
 None]",4117381.0
233000652,화성시,왕재고개,Wangjae Gogae,36259.0,노변정류장,경기도 화성시,경기도 화성시 정남면,37.17621670000001,126.9863833,"[None None None None None None None None None None None None None None
 None]",4117382.0
233000653,화성시,정남파출소,Jeongnam Police Box,36240.0,노변정류장,경기도 화성시,경기도 화성시 정남면,37.1732667,126.9840333,"[None None None None None None None None None None None None None None
 None]",4117385.0
233000654,화성시,정남도서관,Jeongnam Library,36231.0,노변정류장,경기도 화성시,경기도 화성시 정남면,37.1688,126.98335,"[None None None None None None None None None None None None None None
 None]",4117406.0
233000655,화성시,정남초등학교,Jungnam Elementary School,36238.0,노변정류장,경기도 화성시,경기도 화성시 정남면,37.16765,126.9839,"[None None None None None None None None None None None None None None
 None]",4117386.0
233000656,화성시,동남아파트,Dongnam Apartment,36236.0,노변정류장,경기도 화성시,경기도 화성시 정남면,37.1635833,126.9835833,"[None None None None None None None None None None None None None None
 None]",4117388.0
233000657,화성시,샘터교차로,Saemteo Junction ,55354.0,노변정류장,경기도 화성시,,37.2063667,126.8047167,55354.0,
233000658,화성시,계향1리,Gyehyang 1-ri ,36225.0,노변정류장,경기도 화성시,경기도 화성시 정남면,37.1555333,126.9819167,"[None None None None None None None None None None None None None None
 None]",4117398.0
233000659,화성시,계향2리,Gyehyang 2-ri,37571.0,노변정류장,경기도 화성시,경기도 화성시 정남면,37.1523833,126.9813333,"[None None None None None None None None None None None None None None
 None]",4171002.0
233000660,화성시,동남아파트,Dongnam Apartment ,36235.0,노변정류장,경기도 화성시,경기도 화성시 정남면,37.16316670000001,126.98328329999998,"[None None None None None None None None None None None None None None
 None]",4117389.0
233000661,화성시,정남초등학교,Jungnam Elementary School,36237.0,노변정류장,경기도 화성시,경기도 화성시 정남면,37.1677167,126.9836,"[None None None None None None None None None None None None None None
 None]",4117387.0
233000663,화성시,정남농협,Jeongnam Nonghyup,36234.0,노변정류장,경기도 화성시,경기도 화성시 정남면,37.1698167,126.98328329999998,"[None None None None None None None None None None None None None None
 None]",4130224.0
233000664,화성시,왕재고개,Wangjae Gogae,36254.0,노변정류장,경기도 화성시,경기도 화성시 정남면,37.1761833,126.98623329999998,"[None None None None None None None None None None None None None None
 None]",4117383.0
233000665,화성시,새터말,Saeteomal,36276.0,노변정류장,경기도 화성시,경기도 화성시 정남면,37.1835333,126.9962,"[None None None None None None None None None None None None None None
 None]",4117376.0
233000666,화성시,돌고지,Dolgoji,36290.0,노변정류장,경기도 화성시,경기도 화성시 안녕동,37.1936167,127.0052833,"[None None None None None None None None None None None None None None
 None]",4117370.0
233000667,화성시,신한미지엔아파트앞,Shinhan Mizien Apartment ,36305.0,노변정류장,경기도 화성시,경기도 화성시 안녕동,37.20035,127.00915,"[None None None None None None None None None None None None None None
 None]",4117366.0
233000668,화성시,안녕동,Annyeong-dong ,36313.0,노변정류장,경기도 화성시,경기도 화성시 안녕동,37.2037,127.01425,"[None None None None None None None None None None None None None None
 None]",4117364.0
233000669,화성시,송산동입구,Songsan-dong,36318.0,노변정류장,경기도 화성시,,37.20585,127.0177833,"[None None None None None None None None None None None None None None
 None]",4130134.0
233000670,화성시,안용중학교.현충탑,"Anyong Middle School, Hyeonchung Tower ",36328.0,노변정류장,경기도 화성시,경기도 화성시 송산동,37.2055667,127.02191670000002,"[None None None None None None None None None None None None None None
 None]",4130133.0
233000671,화성시,진안동,Jinan-dong,36354.0,노변정류장,경기도 화성시,경기도 화성시 진안동,37.2130167,127.0393,"[None None None None None None None None None None None None None None
 None]",4130129.0
233000676,화성시,동부출장소앞,Dongbu Office ,36756.0,노변정류장,경기도 화성시,경기도 화성시 병점동,37.2080833,127.0361333,"[None None None None None None None None None None None None None None
 None]",4170258.0
233000685,화성시,대우푸르지오,Daewoo Prugio Apartment ,36755.0,노변정류장,경기도 화성시,경기도 화성시 기산동,37.2282667,127.046,"[None None None None None None None None None None None None None None
 None]",4170263.0
233000686,화성시,대우푸르지오,Daewoo Prugio Apartment ,36754.0,노변정류장,경기도 화성시,경기도 화성시 반월동,37.22895,127.04605,"[None None None None None None None None None None None None None None
 None]",4170264.0
233000687,화성시,태안119안전센터,Taean Fire House,37462.0,노변정류장,경기도 화성시,경기도 화성시 진안동,37.2111167,127.03853329999998,"[None None None None None None None None None None None None None None
 None]",4170809.0
233000695,화성시,병점역후문,Byeongjeom Station Back Gate,36338.0,노변정류장,경기도 화성시,경기도 화성시 진안동,37.2069,127.03163329999998,"[None None None None None None None None None None None None None None
 None]",4116695.0
233000696,화성시,진안5통.병점육교,"Jinan 5-tong, Byeongjeom Overpass",36336.0,노변정류장,경기도 화성시,경기도 화성시 진안동,37.2087333,127.03041670000002,"[None None None None None None None None None None None None None None
 None]",4116694.0
233000697,화성시,황계동,Hwaggye-dong,36321.0,노변정류장,경기도 화성시,경기도 화성시 황계동,37.21795,127.0195833,"[None None None None None None None None None None None None None None
 None]",4117312.0
233000699,화성시,황계동입구,Hwanggye-dong,36323.0,노변정류장,경기도 화성시,경기도 화성시 황계동,37.2242833,127.0197,"[None None None None None None None None None None None None None None
 None]",9117314.0
233000699,화성시,황계동입구,Hwanggye-dong,36323.0,노변정류장,경기도 화성시,경기도 화성시 황계동,37.2242833,127.0197,"[None None None None None None None None None None None None None None
 None]",4117314.0
233000700,화성시,황계동,Hwanggye-dong,36322.0,노변정류장,경기도 화성시,경기도 화성시 황계동,37.2182667,127.01965,"[None None None None None None None None None None None None None None
 None]",4117313.0
233000701,화성시,병점역후문,Byeongjeom Station Back Gate,36339.0,노변정류장,경기도 화성시,경기도 화성시 진안동,37.2068667,127.0318333,"[None None None None None None None None None None None None None None
 None]",4130131.0
233000702,화성시,병점역사거리,Byeongjeomyeok Sageori,36345.0,노변정류장,경기도 화성시,경기도 화성시 병점동,37.2069167,127.0356333,"[None None None None None None None None None None None None None None
 None]",4151651.0
233000703,화성시,병점사거리,Byeongjeom Sageori,36753.0,노변정류장,경기도 화성시,경기도 화성시 진안동,37.2083833,127.0344333,"[None None None None None None None None None None None None None None
 None]",4170271.0
233000704,화성시,병점입구.화남아파트.병점육교,"Byeongjeom, Hwanam Apartment, Byeongjeom Overpass",36340.0,노변정류장,경기도 화성시,경기도 화성시 진안동,37.2106667,127.03253329999998,"[None None None None None None None None None None None None None None
 None]",4100053.0
233000705,화성시,대황교.활주로,"Daehwanggyo Bridge, Runway",36332.0,노변정류장,경기도 화성시,경기도 화성시 반정동,37.22695,127.02446670000002,"[None None None None None None None None None None None None None None
 None]",4100055.0
233000706,화성시,대황교.활주로,Daehwanggyo Bridge,36333.0,노변정류장,경기도 화성시,경기도 화성시 반정동,37.22765,127.0246667,"[None None None None None None None None None None None None None None
 None]",4100054.0
233000707,화성시,병점입구.병점육교.화남아파트,"Byeongjeom, Byeongjeom Overpass, Hwanam Apartment ",36341.0,노변정류장,경기도 화성시,경기도 화성시 진안동,37.2106667,127.0328667,"[None None None None None None None None None None None None None None
 None]",4100052.0
233000708,화성시,동부출장소.병점초등학교,"Dongbu Office, Byeongjeom Elementary School",36342.0,노변정류장,경기도 화성시,경기도 화성시 진안동,37.2088,127.0344333,"[None None None None None None None None None None None None None None
 None]",4100051.0
233000711,화성시,삼미.쌍용아파트,"Sammi, Ssangyong Apartment",37324.0,노변정류장,경기도 화성시,경기도 화성시 매송면,37.2432,126.9533,"[None None None None None None None None None None None None None None
 None]",4102945.0
233000712,화성시,천천리검문소,Cheoncheon-ri Check Point,37316.0,노변정류장,경기도 화성시,경기도 화성시 매송면,37.24365,126.94741670000002,"[None None None None None None None None None None None None None None
 None]",4102943.0
233000713,화성시,천천리일광사,Cheoncheon-ri Ilkwangsa,37312.0,노변정류장,경기도 화성시,경기도 화성시 매송면,37.2445833,126.94205,"[None None None None None None None None None None None None None None
 None]",4102941.0
233000714,화성시,옥산마을,Oksan Maeul ,37308.0,노변정류장,경기도 화성시,경기도 화성시 매송면,37.2448167,126.93671670000002,"[None None None None None None None None None None None None None None
 None]",4102939.0
233000715,화성시,전승아파트,Junseong Apartment ,37304.0,노변정류장,경기도 화성시,경기도 화성시 매송면,37.2462667,126.9306,"[None None None None None None None None None None None None None None
 None]",4102937.0
233000716,화성시,원평,Wonpyeong,37295.0,노변정류장,경기도 화성시,경기도 화성시 매송면,37.2493167,126.92545,"[None None None None None None None None None None None None None None
 None]",4102935.0
233000717,화성시,51사단,51st Division ,37290.0,노변정류장,경기도 화성시,경기도 화성시 매송면,37.2508667,126.9209,"[None None None None None None None None None None None None None None
 None]",4102933.0
233000718,화성시,숙곡리천불사,Sukgok-ri Cheonbulsa,37237.0,노변정류장,경기도 화성시,경기도 화성시 매송면,37.2479833,126.8983333,"[None None None None None None None None None None None None None None
 None]",4102929.0
233000719,화성시,쌍학리,Ssanghak-ri,37620.0,노변정류장,경기도 화성시,경기도 화성시 비봉면,37.24825,126.89245,"[None None None None None None None None None None None None None None
 None]",4198918.0
233000720,화성시,구포리과수원,Gupo-ri Orchard,37200.0,노변정류장,경기도 화성시,경기도 화성시 비봉면,37.2394,126.88051670000002,"[None None None None None None None None None None None None None None
 None]",4107809.0
233000721,화성시,비봉중고등학교,Bibong Middle & High School ,37186.0,노변정류장,경기도 화성시,경기도 화성시 비봉면,37.2368667,126.8739,"[None None None None None None None None None None None None None None
 None]",4102912.0
233000722,화성시,비봉초등학교후문,Beebong Elementary School Back Gate,37171.0,노변정류장,경기도 화성시,경기도 화성시 비봉면,37.2362167,126.8682333,"[None None None None None None None None None None None None None None
 None]",4102910.0
233000723,화성시,천산아파트,Cheonsan Apartment ,37169.0,노변정류장,경기도 화성시,경기도 화성시 비봉면,37.2364667,126.86598329999998,"[None None None None None None None None None None None None None None
 None]",4107808.0
233000724,화성시,삼화리,Samhwa-ri,37162.0,노변정류장,경기도 화성시,경기도 화성시 비봉면,37.2362,126.8637,"[None None None None None None None None None None None None None None
 None]",4102907.0
233000725,화성시,양노3리,Yangno 3-ri,37153.0,노변정류장,경기도 화성시,경기도 화성시 비봉면,37.22685,126.8582167,"[None None None None None None None None None None None None None None
 None]",4102904.0
233000726,화성시,북양1통.염티고개,"Buyang 1-tong, Yeomti Gogae",36043.0,노변정류장,경기도 화성시,,37.2220833,126.83983329999998,"[None None None None None None None None None None None None None None
 None]",4102902.0
233000727,화성시,북양1통.봉림사,"Bugyang 1-tong, Bongnimsa",36035.0,노변정류장,경기도 화성시,,37.2185833,126.83213329999998,"[None None None None None None None None None None None None None None
 None]",4102900.0
233000728,화성시,동수원남양병원,Dongsuwon Namyang Hospital ,36029.0,노변정류장,경기도 화성시,,37.2145333,126.82956670000002,"[None None None None None None None None None None None None None None
 None]",4102898.0
233000729,화성시,남양읍주민센터,Namyang-eup Community Center,36025.0,노변정류장,경기도 화성시,,37.2117667,126.8234167,"[None None None None None None None None None None None None None None
 None]",4102896.0
233000730,화성시,남양사거리,Namyang Sageori,36019.0,노변정류장,경기도 화성시,,37.2091667,126.81901670000002,"[None None None None None None None None None None None None None None
 None]",4102894.0
233000731,화성시,우림아파트,Woolim Apartment ,36009.0,노변정류장,경기도 화성시,,37.2054833,126.80585,"[None None None None None None None None None None None None None None
 None]",4102890.0
233000732,화성시,남양육리.남양1동,"Namyangyuk-ri, Namyang 1-dong",36008.0,노변정류장,경기도 화성시,,37.2039,126.8015333,"[None None None None None None None None None None None None None None
 None]",4102889.0
233000733,화성시,쌍송리입구.은장고개,"Ssangsong-ri, Eunjang Gogae",37115.0,노변정류장,경기도 화성시,경기도 화성시 마도면,37.2022,126.7890667,"[None None None None None None None None None None None None None None
 None]",4102887.0
233000734,화성시,두곡리,Dugok-ri,37110.0,노변정류장,경기도 화성시,경기도 화성시 마도면,37.2048,126.7841667,"[None None None None None None None None None None None None None None
 None]",4102885.0
233000735,화성시,재래시장.마도삼거리,"Traditional Market, Mado Samgeori",37107.0,노변정류장,경기도 화성시,경기도 화성시 마도면,37.2063,126.78006670000002,"[None None None None None None None None None None None None None None
 None]",4102882.0
233000736,화성시,마도사거리,Seokgyo 1-ri Prison & Correctional Facility ,37106.0,노변정류장,경기도 화성시,경기도 화성시 마도면,37.2069,126.77425,"[None None None None None None None None None None None None None None
 None]",4102880.0
233000737,화성시,외국인보호소,Foreigners' Shelter,37103.0,노변정류장,경기도 화성시,경기도 화성시 마도면,37.2079667,126.76655,"[None None None None None None None None None None None None None None
 None]",4102878.0
233000738,화성시,구리섬휴게소,Guriseom Rest Area,37102.0,노변정류장,경기도 화성시,경기도 화성시 마도면,37.2084833,126.7647,"[None None None None None None None None None None None None None None
 None]",4102877.0
233000739,화성시,삼존리,Samjon-ri,37099.0,노변정류장,경기도 화성시,경기도 화성시 송산면,37.2111833,126.75905,"[None None None None None None None None None None None None None None
 None]",4170950.0
233000740,화성시,돼지고개.삼존리물미,"Dwaeji-Gogae, Samjon-ri Mulmi",37098.0,노변정류장,경기도 화성시,경기도 화성시 송산면,37.2114,126.7537667,"[None None None None None None None None None None None None None None
 None]",4102872.0
233000741,화성시,신흥사,Sinheungsa,37062.0,노변정류장,경기도 화성시,경기도 화성시 서신면,37.1898333,126.71363329999998,"[None None None None None None None None None None None None None None
 None]",4102860.0
233000742,화성시,상안1리,Sangan 1-ri,37059.0,노변정류장,경기도 화성시,경기도 화성시 서신면,37.1851,126.7098667,"[None None None None None None None None None None None None None None
 None]",4102859.0
233000743,화성시,상안1.2리,Sangan 1 & 2-ri,37049.0,노변정류장,경기도 화성시,경기도 화성시 서신면,37.1828,126.70671670000002,"[None None None None None None None None None None None None None None
 None]",4102856.0
233000744,화성시,상안2리.SK주유소,"Sangan 2-ri, SK Gas Station ",37057.0,노변정류장,경기도 화성시,경기도 화성시 서신면,37.1790167,126.70803329999998,"[None None None None None None None None None None None None None None
 None]",4102854.0
233000745,화성시,장외리,Jang-oe-ri,37021.0,노변정류장,경기도 화성시,경기도 화성시 서신면,37.1741833,126.6808333,"[None None None None None None None None None None None None None None
 None]",4102847.0
233000746,화성시,장외리.지긋말,"Jang-oe-ri, Jigeutmal",37017.0,노변정류장,경기도 화성시,경기도 화성시 서신면,37.1684667,126.6785,"[None None None None None None None None None None None None None None
 None]",4102844.0
233000747,화성시,큰말입구,Keunmal ,37014.0,노변정류장,경기도 화성시,경기도 화성시 서신면,37.1660667,126.67516670000002,"[None None None None None None None None None None None None None None
 None]",4102842.0
233000748,화성시,송교1리,Songgyo 1-ri ,37013.0,노변정류장,경기도 화성시,경기도 화성시 서신면,37.1635,126.6689167,"[None None None None None None None None None None None None None None
 None]",4102841.0
233000749,화성시,개경촌,Gaegyeongchon,37006.0,노변정류장,경기도 화성시,경기도 화성시 서신면,37.1647167,126.66428329999998,"[None None None None None None None None None None None None None None
 None]",4102836.0
233000753,화성시,제부해수탕,Jebu Seawater Bathhouse,36763.0,노변정류장,경기도 화성시,경기도 화성시 서신면,37.1671833,126.659,"[None None None None None None None None None None None None None None
 None]",4170274.0
233000754,화성시,광평삼거리,Gwangpyeong Samgeori,37564.0,노변정류장,경기도 화성시,경기도 화성시 서신면,37.1748167,126.6889167,"[None None None None None None None None None None None None None None
 None]",4170947.0
233000755,화성시,목성머리,Mokseongmeori,37578.0,노변정류장,경기도 화성시,경기도 화성시 서신면,37.1731167,126.6972,"[None None None None None None None None None None None None None None
 None]",4170990.0
